"","A","B","C","D","PROKKA","ko","D_shorthand","sample"
"1380","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","RNA polymerase sigma factor for flagellar operon FliA","00103","K02405","fliA","2010-378007-18092014_S17"
"1381","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpL","00032","K11891","impL, vasK, icmF","2009-129008_S36"
"1382","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpL","00008","K11891","impL, vasK, icmF","2009-173039_S57"
"1383","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpL","00082","K11891","impL, vasK, icmF","2009-75775_S38"
"1384","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpL","00095","K11891","impL, vasK, icmF","2010-113332-F_S66"
"1385","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpL","00013","K11891","impL, vasK, icmF","2010-115605-F_S3"
"1386","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpL","00014","K11891","impL, vasK, icmF","2010-115605-F_S3"
"1387","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpL","00048","K11891","impL, vasK, icmF","2010-131105_S62"
"1388","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpL","00065","K11891","impL, vasK, icmF","2010-1718_S67"
"1389","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpL","00040","K11891","impL, vasK, icmF","2010-378007-01092014_S19"
"1390","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpL","00091","K11891","impL, vasK, icmF","2010-43100_S6"
"1391","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpL","00013","K11891","impL, vasK, icmF","B124-slimy-small_S75"
"1392","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpL","00012","K11891","impL, vasK, icmF","H17O-S1"
"1393","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpL","00016","K11891","impL, vasK, icmF","H1O1"
"1394","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpL","00053","K11891","impL, vasK, icmF","H21O-S3"
"1395","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpL","00116","K11891","impL, vasK, icmF","H21O-S5"
"1396","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpL","00012","K11891","impL, vasK, icmF","H22O-S1"
"1397","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpL","00013","K11891","impL, vasK, icmF","H23O-S1"
"1398","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpL","00050","K11891","impL, vasK, icmF","P24CDO-S3"
"1399","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpL","00005","K11891","impL, vasK, icmF","P24CDO-S4"
"1400","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpJ","00040","K11893","impJ, vasE","2009-129008_S36"
"1401","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpJ","00016","K11893","impJ, vasE","2009-173039_S57"
"1402","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpJ","00090","K11893","impJ, vasE","2009-75775_S38"
"1403","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpJ","00005","K11893","impJ, vasE","2010-115605-F_S3"
"1404","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpJ","00056","K11893","impJ, vasE","2010-131105_S62"
"1405","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpJ","00027","K11893","impJ, vasE","2010-1718_S67"
"1406","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpJ","00311","K11893","impJ, vasE","2010-378007-18092014_S17"
"1407","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpJ","00122","K11893","impJ, vasE","2010-43100_S6"
"1408","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpJ","00029","K11893","impJ, vasE","2013-87946_S5"
"1409","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpJ","00005","K11893","impJ, vasE","B124-slimy-small_S75"
"1410","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpJ","00020","K11893","impJ, vasE","H17O-S1"
"1411","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpJ","00124","K11893","impJ, vasE","H21O-S5"
"1412","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpJ","00004","K11893","impJ, vasE","H22O-S1"
"1413","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpJ","00005","K11893","impJ, vasE","H23O-S1"
"1414","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpJ","00042","K11893","impJ, vasE","P24CDO-S3"
"1415","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpJ","00013","K11893","impJ, vasE","P24CDO-S4"
"1416","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpB","00037","K11901","impB","2009-129008_S36"
"1417","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpB","00013","K11901","impB","2009-173039_S57"
"1418","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpB","00087","K11901","impB","2009-75775_S38"
"1419","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpB","00008","K11901","impB","2010-115605-F_S3"
"1420","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpB","00053","K11901","impB","2010-131105_S62"
"1421","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpB","00308","K11901","impB","2010-378007-18092014_S17"
"1422","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpB","00008","K11901","impB","B124-slimy-small_S75"
"1423","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpB","00017","K11901","impB","H17O-S1"
"1424","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpB","00121","K11901","impB","H21O-S5"
"1425","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpB","00007","K11901","impB","H22O-S1"
"1426","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpB","00008","K11901","impB","H23O-S1"
"1427","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpB","00045","K11901","impB","P24CDO-S3"
"1428","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpB","00010","K11901","impB","P24CDO-S4"
"1429","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpC","00036","K11900","impC","2009-129008_S36"
"1430","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpC","00012","K11900","impC","2009-173039_S57"
"1431","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpC","00086","K11900","impC","2009-75775_S38"
"1432","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpC","00009","K11900","impC","2010-115605-F_S3"
"1433","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpC","00052","K11900","impC","2010-131105_S62"
"1434","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpC","00307","K11900","impC","2010-378007-18092014_S17"
"1435","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpC","00009","K11900","impC","B124-slimy-small_S75"
"1436","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpC","00016","K11900","impC","H17O-S1"
"1437","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpC","00120","K11900","impC","H21O-S5"
"1438","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpC","00008","K11900","impC","H22O-S1"
"1439","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpC","00009","K11900","impC","H23O-S1"
"1440","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpC","00046","K11900","impC","P24CDO-S3"
"1441","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpC","00009","K11900","impC","P24CDO-S4"
"1442","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system secreted protein Hcp","00030","K11903","hcp","2009-129008_S36"
"1443","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system secreted protein Hcp","00006","K11903","hcp","2009-173039_S57"
"1444","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system secreted protein Hcp","00080","K11903","hcp","2009-75775_S38"
"1445","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system secreted protein Hcp","00097","K11903","hcp","2010-113332-F_S66"
"1446","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system secreted protein Hcp","00016","K11903","hcp","2010-115605-F_S3"
"1447","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system secreted protein Hcp","00067","K11903","hcp","2010-1718_S67"
"1448","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system secreted protein Hcp","00042","K11903","hcp","2010-378007-01092014_S19"
"1449","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system secreted protein Hcp","00089","K11903","hcp","2010-43100_S6"
"1450","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system secreted protein Hcp","00015","K11903","hcp","B124-slimy-small_S75"
"1451","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system secreted protein Hcp","00010","K11903","hcp","H17O-S1"
"1452","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system secreted protein Hcp","00014","K11903","hcp","H1O1"
"1453","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system secreted protein Hcp","00055","K11903","hcp","H21O-S3"
"1454","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system secreted protein Hcp","00114","K11903","hcp","H21O-S5"
"1455","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system secreted protein Hcp","00014","K11903","hcp","H22O-S1"
"1456","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system secreted protein Hcp","00015","K11903","hcp","H23O-S1"
"1457","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system secreted protein Hcp","00052","K11903","hcp","P24CDO-S3"
"1458","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system secreted protein Hcp","00003","K11903","hcp","P24CDO-S4"
"1459","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpH","00033","K11895","impH, vasB","2009-129008_S36"
"1460","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpH","00009","K11895","impH, vasB","2009-173039_S57"
"1461","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpH","00083","K11895","impH, vasB","2009-75775_S38"
"1462","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpH","00094","K11895","impH, vasB","2010-113332-F_S66"
"1463","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpH","00012","K11895","impH, vasB","2010-115605-F_S3"
"1464","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpH","00049","K11895","impH, vasB","2010-131105_S62"
"1465","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpH","00012","K11895","impH, vasB","B124-slimy-small_S75"
"1466","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpH","00013","K11895","impH, vasB","H17O-S1"
"1467","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpH","00117","K11895","impH, vasB","H21O-S5"
"1468","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpH","00011","K11895","impH, vasB","H22O-S1"
"1469","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpH","00012","K11895","impH, vasB","H23O-S1"
"1470","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpH","00049","K11895","impH, vasB","P24CDO-S3"
"1471","Cellular Processes"," Cellular community - prokaryotes","  02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]","type VI secretion system protein ImpH","00006","K11895","impH, vasB","P24CDO-S4"
"1472","Cellular Processes"," Cellular community - prokaryotes","  02026 Biofilm formation - Escherichia coli [PATH:ko02026]","type VI secretion system protein ImpH","00006","K11895","impH, vasB","P24CDO-S4"
"1473","Cellular Processes"," Cellular community - prokaryotes","  02026 Biofilm formation - Escherichia coli [PATH:ko02026]","RNA polymerase sigma factor for flagellar operon FliA","00103","K02405","fliA","2010-378007-18092014_S17"
"1474","Cellular Processes"," Cellular community - prokaryotes","  02026 Biofilm formation - Escherichia coli [PATH:ko02026]","DnaK suppressor protein","00308","K06204","dksA","2010-115605-O_S76"
"1475","Cellular Processes"," Cellular community - prokaryotes","  02026 Biofilm formation - Escherichia coli [PATH:ko02026]","carbon storage regulator","00367","K03563","csrA","2010-378007-18092014_S17"
"1476","Cellular Processes"," Cell motility","  02026 Biofilm formation - Escherichia coli [PATH:ko02026]","carbon storage regulator","00367","K03563","csrA","2010-378007-18092014_S17"
"1477","Cellular Processes"," Cell motility","  02030 Bacterial chemotaxis [PATH:ko02030]","carbon storage regulator","00367","K03563","csrA","2010-378007-18092014_S17"
"1478","Cellular Processes"," Cell motility","  02030 Bacterial chemotaxis [PATH:ko02030]","two-component system, chemotaxis family, response regulator CheB","00267","K03412","cheB","2010-378007-18092014_S17"
"1479","Cellular Processes"," Cell motility","  02030 Bacterial chemotaxis [PATH:ko02030]","chemotaxis protein methyltransferase CheR","00268","K00575","cheR","2010-378007-18092014_S17"
"1480","Cellular Processes"," Cell motility","  02030 Bacterial chemotaxis [PATH:ko02030]","flagellar motor switch protein FliG","00084","K02410","fliG","2010-115605-O_S76"
"1481","Cellular Processes"," Cell motility","  02030 Bacterial chemotaxis [PATH:ko02030]","flagellar motor switch protein FliM","00102","K02416","fliM","2010-378007-18092014_S17"
"1482","Cellular Processes"," Cell motility","  02030 Bacterial chemotaxis [PATH:ko02030]","flagellar motor switch protein FliN/FliY","00101","K02417","fliNY, fliN","2010-378007-18092014_S17"
"1483","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar motor switch protein FliN/FliY","00101","K02417","fliNY, fliN","2010-378007-18092014_S17"
"1484","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","RNA polymerase sigma factor for flagellar operon FliA","00103","K02405","fliA","2010-378007-18092014_S17"
"1485","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar hook-associated protein 3 FlgL","00094","K02397","flgL","2009-173039_S57"
"1486","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar hook-associated protein 3 FlgL","00105","K02397","flgL","2010-112825_S50"
"1487","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar hook-associated protein 3 FlgL","00007","K02397","flgL","2010-378007-01092014_S19"
"1488","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar basal-body rod modification protein FlgD","00100","K02389","flgD","2010-115605-O_S76"
"1489","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar basal-body rod modification protein FlgD","00299","K02389","flgD","2010-378007-18092014_S17"
"1490","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar hook protein FlgE","00101","K02390","flgE","2010-115605-O_S76"
"1491","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar hook protein FlgE","00300","K02390","flgE","2010-378007-18092014_S17"
"1492","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar basal-body rod protein FlgG","00286","K02392","flgG","2010-378007-18092014_S17"
"1493","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar basal-body rod protein FlgG","00287","K02392","flgG","2010-378007-18092014_S17"
"1494","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar L-ring protein precursor FlgH","00003","K02393","flgH","2009-75775_S38"
"1495","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar L-ring protein precursor FlgH","00039","K02393","flgH","2010-33561_S7"
"1496","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar basal-body rod protein FlgB","00363","K02387","flgB","2010-378007-18092014_S17"
"1497","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar basal-body rod protein FlgC","00362","K02388","flgC","2010-378007-18092014_S17"
"1498","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar hook-basal body complex protein FliE","00361","K02408","fliE","2010-378007-18092014_S17"
"1499","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar M-ring protein FliF","00085","K02409","fliF","2010-115605-O_S76"
"1500","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar motor switch protein FliG","00084","K02410","fliG","2010-115605-O_S76"
"1501","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar motor switch protein FliM","00102","K02416","fliM","2010-378007-18092014_S17"
"1502","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar motor switch protein FliN/FliY","00101","K02417","fliNY, fliN","2010-378007-18092014_S17"
"1503","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar biosynthesis protein FlhA","00266","K02400","flhA","2010-115605-O_S76"
"1504","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar biosynthesis protein FlhA","00323","K02400","flhA","2010-115605-O_S76"
"1505","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar assembly protein FliH","00083","K02411","fliH","2010-115605-O_S76"
"1506","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellum-specific ATP synthase","00081","K02412","fliI","2010-131105_S62"
"1507","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar biosynthetic protein FliQ","00035","K02420","fliQ","2010-131105_S62"
"1508","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar biosynthetic protein FliQ","00345","K02420","fliQ","2010-378007-18092014_S17"
"1509","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar biosynthetic protein FliR","00114","K02421","fliR","2010-378007-18092014_S17"
"1510","Cellular Processes"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar biosynthetic protein FliR","00114","K02421","fliR","2010-378007-18092014_S17"
"1511","Organismal Systems"," Cell motility","  02040 Flagellar assembly [PATH:ko02040]","flagellar biosynthetic protein FliR","00114","K02421","fliR","2010-378007-18092014_S17"
"1512","Organismal Systems"," Endocrine system","  02040 Flagellar assembly [PATH:ko02040]","flagellar biosynthetic protein FliR","00114","K02421","fliR","2010-378007-18092014_S17"
"1513","Organismal Systems"," Endocrine system","  04920 Adipocytokine signaling pathway [PATH:ko04920]","flagellar biosynthetic protein FliR","00114","K02421","fliR","2010-378007-18092014_S17"
"1514","Organismal Systems"," Endocrine system","  04920 Adipocytokine signaling pathway [PATH:ko04920]","long-chain acyl-CoA synthetase","00103","K01897","ACSL, fadD","2010-131105_S62"
"1515","Organismal Systems"," Endocrine system","  03320 PPAR signaling pathway [PATH:ko03320]","long-chain acyl-CoA synthetase","00103","K01897","ACSL, fadD","2010-131105_S62"
"1516","Organismal Systems"," Endocrine system","  03320 PPAR signaling pathway [PATH:ko03320]","long-chain acyl-CoA synthetase","00103","K01897","ACSL, fadD","2010-131105_S62"
"1517","Organismal Systems"," Circulatory system","  03320 PPAR signaling pathway [PATH:ko03320]","long-chain acyl-CoA synthetase","00103","K01897","ACSL, fadD","2010-131105_S62"
"1518","Organismal Systems"," Circulatory system","  04260 Cardiac muscle contraction [PATH:ko04260]","long-chain acyl-CoA synthetase","00103","K01897","ACSL, fadD","2010-131105_S62"
"1519","Organismal Systems"," Circulatory system","  04260 Cardiac muscle contraction [PATH:ko04260]","ubiquinol-cytochrome c reductase iron-sulfur subunit","00062","K00411","UQCRFS1, RIP1, petA","2010-378007-18092014_S17"
"1520","Organismal Systems"," Circulatory system","  04260 Cardiac muscle contraction [PATH:ko04260]","ubiquinol-cytochrome c reductase cytochrome b subunit","00061","K00412","CYTB, petB","2010-378007-18092014_S17"
"1521","Organismal Systems"," Circulatory system","  04260 Cardiac muscle contraction [PATH:ko04260]","ubiquinol-cytochrome c reductase cytochrome c1 subunit","00060","K00413","CYC1, CYT1, petC","2010-378007-18092014_S17"
"1522","Organismal Systems"," Nervous system","  04260 Cardiac muscle contraction [PATH:ko04260]","ubiquinol-cytochrome c reductase cytochrome c1 subunit","00060","K00413","CYC1, CYT1, petC","2010-378007-18092014_S17"
"1523","Organismal Systems"," Nervous system","  04724 Glutamatergic synapse [PATH:ko04724]","ubiquinol-cytochrome c reductase cytochrome c1 subunit","00060","K00413","CYC1, CYT1, petC","2010-378007-18092014_S17"
"1524","Organismal Systems"," Nervous system","  04724 Glutamatergic synapse [PATH:ko04724]","glutamine synthetase","00001","K01915","glnA, GLUL","2009-129008_S36"
"1525","Organismal Systems"," Nervous system","  04727 GABAergic synapse [PATH:ko04727]","glutamine synthetase","00001","K01915","glnA, GLUL","2009-129008_S36"
